Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;log2;10.0
2;200;2;4;log2;20.0
3;100;5;2;sqrt;20.0
4;500;2;2;log2;20.0
5;200;5;1;0.3;10.0
6;300;2;4;log2;10.0
7;500;2;1;sqrt;10.0
8;300;10;4;0.3;20.0
9;300;2;2;0.3;20.0
10;100;10;2;0.3;
11;200;2;4;0.3;
12;200;5;1;0.3;20.0
13;500;10;2;log2;10.0
14;500;10;1;log2;
15;300;10;4;sqrt;10.0
16;500;2;1;log2;10.0
17;100;5;4;0.3;20.0
18;100;5;4;log2;
19;500;5;4;0.3;
20;100;10;2;0.3;10.0
21;500;10;4;log2;10.0
22;300;5;1;sqrt;
23;100;5;4;sqrt;
24;300;10;1;sqrt;
25;300;2;2;log2;20.0
26;300;5;4;sqrt;
27;300;5;1;log2;20.0
28;100;2;2;log2;20.0
29;200;5;4;sqrt;
30;500;10;2;sqrt;10.0
