Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;0.3;20.0
2;200;5;2;0.3;20.0
3;100;10;4;0.3;
4;300;5;2;log2;10.0
5;200;5;4;log2;20.0
6;100;2;1;0.3;20.0
7;500;5;1;0.3;20.0
8;100;2;1;sqrt;20.0
9;500;10;4;0.3;
10;200;10;2;0.3;
11;100;10;4;log2;10.0
12;100;2;4;0.3;
13;100;10;1;0.3;
14;300;5;1;log2;10.0
15;100;10;2;sqrt;10.0
16;300;2;4;log2;20.0
17;300;2;1;0.3;20.0
18;300;2;2;log2;
19;200;10;4;sqrt;
20;300;10;1;log2;
21;500;10;1;log2;
22;300;2;4;0.3;10.0
23;500;2;2;0.3;20.0
24;100;10;4;sqrt;20.0
25;300;5;2;sqrt;10.0
26;300;2;4;sqrt;20.0
27;300;5;1;sqrt;
28;200;5;2;sqrt;10.0
29;300;10;2;sqrt;20.0
30;100;5;4;0.3;20.0
