Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;0.3;
2;100;2;4;log2;
3;500;5;2;0.3;10.0
4;300;10;1;log2;20.0
5;100;5;1;0.3;10.0
6;100;10;4;0.3;
7;200;5;1;log2;
8;500;10;1;0.3;20.0
9;100;5;2;sqrt;
10;100;10;1;log2;
11;300;2;1;sqrt;
12;300;2;4;log2;20.0
13;500;10;2;0.3;10.0
14;200;5;2;log2;20.0
15;100;5;2;log2;10.0
16;100;5;2;sqrt;20.0
17;100;2;1;log2;20.0
18;500;10;2;log2;
19;300;2;4;0.3;10.0
20;500;2;4;0.3;10.0
21;100;5;2;log2;20.0
22;300;5;2;log2;10.0
23;300;5;1;0.3;
24;200;10;1;sqrt;20.0
25;300;10;2;sqrt;10.0
26;200;10;4;log2;
27;200;2;4;0.3;20.0
28;100;2;1;sqrt;
29;100;10;1;sqrt;10.0
30;500;5;4;0.3;20.0
