Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;0.3;10.0
2;200;2;1;0.3;20.0
3;100;10;1;sqrt;
4;300;10;4;log2;
5;100;10;1;sqrt;20.0
6;100;5;1;sqrt;10.0
7;200;2;2;log2;10.0
8;200;10;2;0.3;20.0
9;500;2;4;sqrt;10.0
10;500;2;2;sqrt;
11;200;2;2;sqrt;
12;200;5;4;0.3;
13;300;5;4;sqrt;10.0
14;500;2;2;0.3;20.0
15;500;10;1;0.3;
16;200;2;4;log2;
17;300;10;2;sqrt;
18;100;5;1;0.3;
19;500;5;2;sqrt;
20;100;10;4;log2;20.0
21;200;10;4;log2;10.0
22;200;2;1;sqrt;10.0
23;300;5;1;sqrt;
24;500;2;2;sqrt;10.0
25;100;5;4;log2;10.0
26;200;10;4;0.3;20.0
27;500;2;2;log2;10.0
28;300;5;4;sqrt;
29;200;10;1;log2;20.0
30;200;2;1;0.3;
