Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;0.3;20.0
2;100;10;1;sqrt;10.0
3;200;5;2;0.3;10.0
4;200;10;4;log2;
5;300;10;2;log2;20.0
6;100;10;4;0.3;10.0
7;300;10;4;sqrt;
8;300;10;2;0.3;10.0
9;200;2;1;log2;10.0
10;300;5;1;sqrt;
11;200;5;1;0.3;10.0
12;200;10;1;sqrt;20.0
13;300;10;1;sqrt;
14;200;10;2;log2;10.0
15;500;5;4;0.3;20.0
16;300;10;4;0.3;20.0
17;100;2;1;sqrt;
18;300;2;4;0.3;20.0
19;300;5;4;log2;20.0
20;300;5;2;sqrt;10.0
21;200;5;4;sqrt;
22;100;5;4;0.3;20.0
23;100;10;2;log2;
24;100;10;4;sqrt;10.0
25;300;5;4;0.3;
26;200;2;2;log2;10.0
27;100;5;4;sqrt;
28;300;10;4;sqrt;10.0
29;500;5;1;sqrt;10.0
30;200;5;4;sqrt;20.0
