Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;0.3;
2;500;2;1;sqrt;20.0
3;500;10;2;log2;10.0
4;200;10;4;sqrt;20.0
5;100;2;2;log2;20.0
6;100;10;1;sqrt;10.0
7;100;2;4;log2;
8;500;2;2;0.3;
9;300;2;4;0.3;
10;200;10;4;sqrt;
11;500;2;2;log2;
12;100;2;2;0.3;
13;300;2;4;0.3;10.0
14;500;2;2;sqrt;20.0
15;200;5;2;sqrt;20.0
16;500;2;4;sqrt;20.0
17;300;5;1;sqrt;
18;300;2;2;sqrt;
19;500;5;4;log2;10.0
20;200;2;1;0.3;
21;500;10;1;log2;20.0
22;200;5;4;0.3;10.0
23;500;2;4;log2;10.0
24;100;2;1;log2;
25;100;10;4;log2;10.0
26;100;5;1;sqrt;10.0
27;300;5;4;0.3;
28;200;5;2;log2;
29;100;5;1;log2;20.0
30;200;5;1;log2;10.0
