Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
1;M225;27.000004967141532;27.926968434135294;-0.9269634669937616
5;M114;25.999997658466253;27.409110267786822;-1.4091126093205695
6;M78;19.99999765863043;20.730003883384466;-0.7300062247540353
12;M169;54.99999534270246;50.279998875917244;4.719996466785219
13;M52;22.000002419622717;21.119998893048702;0.8800035265740149
27;M299;39.999988490064226;37.037865508445755;2.962122981618471
28;M193;36.000003756980185;34.314000675044454;1.6860030819357306
29;M97;20.9999939936131;21.800001784141283;-0.8000077905281842
30;M276;43.9999970830625;49.52999950347212;-5.530002420409616
36;M260;32.9999877915635;33.169588757500144;-0.1696009659366453
37;M152;24.00000208863595;26.35000147704985;-2.3499993884139023
42;M119;20.000001713682813;20.489999906688016;-0.48999819300520286
52;M298;19.999996149177196;19.689999256143928;0.3099968930332686
57;M230;24.999991607824768;26.183634897001898;-1.1836432891771302
62;M210;52.99999814341023;47.38999940804002;5.609998735370212
66;M247;42.000013562400284;40.63800056596952;1.3620129964307637
75;M84;31.999973802548958;36.838715461592066;-4.838741659043109
86;M186;47.99999498242956;45.90999934024714;2.089995642182423
96;M41;29.99998536485052;29.76888140909061;0.2311039557599095
99;M85;30.000000051134567;31.531362450202955;-1.5313623990683887
101;M65;21.999985846292578;24.500697744608363;-2.500711898315785
117;M232;21.999999652882302;22.90947595830414;-0.9094763054218369
126;M51;30.00002190455626;29.300578571069313;0.699443333486947
137;M242;32.99999216746708;33.23425546737895;-0.23426329991187345
142;M227;25.000013071427542;22.370002727394276;2.6300103440332663
147;M185;22.999987630492893;22.881249430248904;0.11873820024398896
148;M31;19.99998679543387;22.208335370197233;-2.208348574763363
151;M136;36.0000025049285;33.127141458170954;2.8728610467575493
166;M188;31.00000412780927;32.02000020335165;-1.0199960755423803
168;M154;32.000018967929826;29.64000176130111;2.360017206628715
173;M109;21.999999228982904;21.532619905450787;0.46737932353211775
174;M96;25.00000341151975;24.44939427194251;0.5506091395772401
179;M102;16.999997353431667;20.910001543231303;-3.9100041897996363
180;M209;29.000027201691665;26.619277933680706;2.380749268010959
182;M39;22.999991428424437;25.330002206461813;-2.3300107780373764
183;M245;28.999989291075018;25.138637610651834;3.8613516804231836
184;M296;34.00000482472415;31.023713231229873;2.9762915934942775
185;M59;19.999997765372147;23.21929019587853;-3.219292430506382
186;M223;35.00000714000494;32.44000190638569;2.5600052336192505
195;M157;37.000001731809256;34.718211801589824;2.281789930219432
200;M21;22.99998857029702;20.439998754726762;2.5599898155702583
209;M286;18.000005150476863;20.200000583988537;-2.199995433511674
210;M290;47.000038527314906;44.32999865371303;2.6700398736018798
212;M49;18.0000113556564;18.819999499461886;-0.8199881438054852
222;M280;35.999981327348074;38.14999733352421;-2.1500160061761378
223;M244;46.00000686260191;48.649997676840506;-2.649990814238599
224;M138;18.999983872841288;19.119999380795626;-0.12001550795433857
226;M23;20.00001088950597;20.5700002375767;-0.569989348070731
239;M40;18.99999338213535;19.449999646317355;-0.4500062641820044
242;M249;17.999998852635585;19.159999263210526;-1.1600004105749413
257;M50;40.00001266911149;37.36793441384284;2.6320782552686524
268;M292;22.99998569858622;24.74082384825944;-1.7408381496732197
269;M208;31.999995599555135;35.499996861000234;-3.5000012614450995
270;M99;29.00000130740577;34.36451065069552;-5.36450934328975
273;M163;41.00001163163752;34.60714164235216;6.392869989285359
