Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;log2;10.0
2;200;10;4;0.3;
3;300;2;1;sqrt;10.0
4;200;5;2;log2;
5;300;5;4;log2;10.0
6;500;5;1;0.3;20.0
7;100;5;1;log2;10.0
8;200;5;2;0.3;10.0
9;500;10;4;log2;10.0
10;300;2;4;log2;20.0
11;100;10;4;sqrt;
12;200;10;4;0.3;20.0
13;100;10;2;0.3;10.0
14;100;2;2;0.3;10.0
15;500;5;1;0.3;
16;200;5;1;0.3;20.0
17;300;5;4;0.3;20.0
18;300;5;1;0.3;20.0
19;500;10;1;0.3;10.0
20;100;2;1;0.3;20.0
21;300;2;4;log2;10.0
22;100;10;1;sqrt;10.0
23;500;2;4;log2;
24;300;2;1;0.3;
25;500;2;2;log2;20.0
26;500;5;4;log2;
27;100;10;4;log2;20.0
28;200;10;1;sqrt;10.0
29;200;10;2;log2;10.0
30;500;5;4;sqrt;
