Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;4;sqrt;
2;300;2;4;0.3;20.0
3;500;5;4;log2;10.0
4;200;2;1;0.3;10.0
5;500;5;2;sqrt;
6;500;5;4;sqrt;20.0
7;300;10;1;sqrt;20.0
8;200;10;4;0.3;20.0
9;100;5;2;0.3;
10;200;10;4;sqrt;
11;200;2;4;0.3;10.0
12;100;5;4;log2;10.0
13;100;5;1;0.3;10.0
14;300;2;1;sqrt;
15;500;2;2;sqrt;10.0
16;100;2;1;0.3;10.0
17;500;10;1;sqrt;10.0
18;200;5;4;0.3;10.0
19;500;2;1;log2;10.0
20;200;5;4;log2;20.0
21;100;5;4;0.3;10.0
22;500;2;4;sqrt;20.0
23;200;5;1;sqrt;
24;100;5;1;log2;20.0
25;100;10;4;log2;20.0
26;500;10;2;0.3;
27;200;2;1;0.3;
28;200;5;2;sqrt;10.0
29;500;10;4;sqrt;10.0
30;300;5;4;log2;20.0
