Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;2;log2;10.0
2;100;10;4;log2;10.0
3;100;2;1;log2;10.0
4;200;5;2;0.3;
5;500;10;1;0.3;
6;100;2;4;sqrt;10.0
7;100;2;1;0.3;20.0
8;300;10;2;sqrt;
9;100;2;1;0.3;
10;200;2;4;log2;
11;300;5;2;0.3;10.0
12;200;2;2;log2;20.0
13;100;10;1;sqrt;20.0
14;300;2;2;log2;
15;500;5;1;sqrt;20.0
16;500;5;1;0.3;10.0
17;200;2;1;sqrt;20.0
18;100;5;1;0.3;10.0
19;300;2;2;sqrt;20.0
20;500;5;1;0.3;
21;200;5;4;0.3;
22;300;10;2;log2;20.0
23;500;2;2;sqrt;
24;500;5;1;log2;10.0
25;200;2;1;log2;
26;100;5;4;log2;
27;300;5;4;sqrt;10.0
28;200;10;2;sqrt;10.0
29;100;5;4;sqrt;10.0
30;300;10;1;sqrt;20.0
