Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;1;sqrt;10.0
2;500;2;1;log2;20.0
3;500;10;2;0.3;20.0
4;100;5;2;log2;20.0
5;200;5;1;sqrt;20.0
6;300;10;1;0.3;
7;100;10;2;0.3;
8;500;10;1;0.3;
9;100;10;2;0.3;20.0
10;100;5;1;log2;20.0
11;300;5;4;sqrt;10.0
12;500;5;2;sqrt;20.0
13;200;2;1;0.3;
14;200;5;1;sqrt;10.0
15;100;2;2;log2;10.0
16;500;5;4;sqrt;20.0
17;500;10;1;log2;10.0
18;300;2;2;log2;10.0
19;200;2;1;sqrt;10.0
20;100;5;1;log2;10.0
21;500;2;4;log2;
22;500;2;1;sqrt;20.0
23;300;10;1;sqrt;10.0
24;500;5;4;log2;
25;200;10;2;0.3;10.0
26;200;2;2;sqrt;
27;100;2;1;log2;
28;200;10;2;0.3;
29;300;2;4;sqrt;
30;300;10;4;sqrt;20.0
