Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;0.3;10.0
2;300;2;2;log2;10.0
3;300;2;2;0.3;
4;100;5;4;log2;20.0
5;300;5;1;0.3;
6;200;5;4;log2;10.0
7;100;5;4;0.3;10.0
8;200;5;1;0.3;20.0
9;300;10;1;0.3;
10;100;5;2;log2;10.0
11;100;2;4;0.3;
12;100;10;1;0.3;10.0
13;500;2;2;sqrt;
14;300;10;4;log2;20.0
15;200;5;4;sqrt;
16;300;2;1;0.3;10.0
17;100;2;1;sqrt;10.0
18;200;10;2;sqrt;10.0
19;100;5;4;0.3;
20;500;10;2;0.3;20.0
21;200;10;2;log2;
22;200;2;2;sqrt;20.0
23;100;10;1;log2;10.0
24;200;5;2;sqrt;20.0
25;200;10;4;log2;
26;300;5;2;0.3;
27;100;2;4;0.3;20.0
28;100;2;2;log2;20.0
29;500;5;1;sqrt;
30;200;2;4;sqrt;
