Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;log2;10.0
2;500;2;1;log2;
3;500;5;1;log2;10.0
4;200;2;2;0.3;10.0
5;300;2;2;0.3;10.0
6;200;10;1;0.3;20.0
7;500;2;1;sqrt;20.0
8;500;2;4;0.3;20.0
9;500;2;4;sqrt;
10;200;10;4;log2;20.0
11;100;10;1;0.3;10.0
12;200;5;1;0.3;20.0
13;500;10;2;log2;20.0
14;300;10;1;log2;20.0
15;200;5;2;log2;10.0
16;500;10;2;log2;10.0
17;100;2;1;log2;10.0
18;200;10;4;sqrt;10.0
19;500;5;1;0.3;20.0
20;200;10;1;0.3;
21;500;2;1;0.3;20.0
22;500;10;1;log2;10.0
23;300;5;2;log2;
24;500;10;1;sqrt;10.0
25;500;10;1;0.3;
26;500;2;2;0.3;10.0
27;100;2;1;sqrt;20.0
28;500;5;4;sqrt;20.0
29;200;2;1;log2;
30;100;2;4;0.3;
