Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;0.3;
2;300;5;4;sqrt;20.0
3;100;2;4;sqrt;20.0
4;100;2;1;0.3;10.0
5;300;2;1;log2;20.0
6;100;2;2;log2;20.0
7;500;2;4;log2;20.0
8;500;2;4;sqrt;20.0
9;300;10;1;sqrt;20.0
10;300;2;2;sqrt;
11;200;5;4;0.3;10.0
12;300;2;4;log2;20.0
13;100;2;2;log2;10.0
14;500;10;2;sqrt;
15;100;10;1;sqrt;20.0
16;200;10;1;0.3;
17;100;10;4;0.3;
18;300;2;4;log2;
19;500;5;1;0.3;20.0
20;300;10;1;0.3;20.0
21;200;2;4;0.3;
22;500;5;2;log2;
23;500;10;1;sqrt;
24;500;5;2;sqrt;20.0
25;500;2;2;0.3;
26;100;5;4;sqrt;
27;100;2;4;sqrt;10.0
28;500;2;1;0.3;10.0
29;200;10;4;log2;10.0
30;500;10;2;0.3;10.0
