Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;log2;10.0
2;200;2;4;0.3;
3;200;5;2;log2;20.0
4;500;5;2;log2;10.0
5;300;5;2;0.3;10.0
6;200;2;4;0.3;10.0
7;300;2;2;log2;
8;200;10;1;sqrt;20.0
9;100;2;2;0.3;20.0
10;100;2;4;0.3;20.0
11;300;10;2;log2;10.0
12;200;10;2;log2;
13;200;10;1;sqrt;
14;500;10;4;sqrt;
15;100;10;2;sqrt;20.0
16;200;10;2;log2;20.0
17;200;5;2;sqrt;
18;200;5;1;0.3;20.0
19;100;2;4;log2;10.0
20;100;2;4;log2;20.0
21;500;10;1;0.3;
22;500;10;2;log2;20.0
23;500;10;1;0.3;20.0
24;100;5;2;sqrt;
25;300;5;2;log2;20.0
26;500;2;1;log2;10.0
27;500;2;4;sqrt;10.0
28;200;2;2;0.3;10.0
29;100;10;1;log2;10.0
30;100;5;4;sqrt;
