Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;sqrt;
2;200;5;4;0.3;10.0
3;300;10;4;0.3;
4;500;2;1;sqrt;
5;200;2;2;0.3;
6;300;2;1;0.3;10.0
7;500;2;4;0.3;
8;200;5;1;log2;10.0
9;100;10;4;log2;10.0
10;100;10;2;sqrt;20.0
11;200;5;1;sqrt;20.0
12;200;2;2;log2;
13;500;2;1;log2;20.0
14;300;10;2;0.3;
15;500;10;2;0.3;10.0
16;100;2;2;0.3;20.0
17;100;5;2;0.3;
18;500;5;4;sqrt;
19;500;2;1;0.3;10.0
20;500;2;2;log2;10.0
21;100;10;4;0.3;
22;100;2;4;0.3;10.0
23;500;10;2;sqrt;10.0
24;100;2;2;sqrt;
25;100;2;4;0.3;20.0
26;100;2;2;sqrt;20.0
27;300;2;4;0.3;10.0
28;100;5;2;log2;10.0
29;500;5;4;0.3;10.0
30;100;10;1;sqrt;20.0
