Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;log2;20.0
2;300;5;4;sqrt;
3;100;10;1;sqrt;
4;500;2;4;0.3;20.0
5;200;2;1;log2;
6;300;5;2;0.3;20.0
7;100;2;1;0.3;
8;500;10;2;0.3;10.0
9;300;10;1;sqrt;
10;500;2;2;log2;10.0
11;300;5;1;0.3;20.0
12;100;10;1;0.3;20.0
13;200;5;4;log2;20.0
14;300;10;4;log2;20.0
15;500;10;2;sqrt;10.0
16;100;2;1;sqrt;
17;500;5;2;0.3;10.0
18;200;5;4;0.3;20.0
19;100;2;2;0.3;10.0
20;500;2;1;sqrt;10.0
21;200;5;4;0.3;10.0
22;300;2;2;log2;
23;200;5;1;0.3;20.0
24;500;5;2;log2;20.0
25;200;5;2;sqrt;20.0
26;500;2;2;sqrt;20.0
27;500;2;1;log2;10.0
28;100;10;1;0.3;
29;500;2;4;0.3;
30;300;10;2;sqrt;10.0
