Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;log2;10.0
2;300;10;4;0.3;20.0
3;200;5;4;sqrt;10.0
4;100;2;4;sqrt;10.0
5;100;10;4;0.3;10.0
6;500;5;4;0.3;
7;200;10;2;sqrt;20.0
8;100;5;2;0.3;
9;100;10;1;sqrt;
10;100;10;1;sqrt;20.0
11;200;10;2;log2;
12;300;5;4;log2;10.0
13;300;5;1;log2;
14;500;10;4;log2;20.0
15;100;5;4;sqrt;
16;500;2;2;log2;10.0
17;300;10;1;log2;20.0
18;200;10;4;0.3;10.0
19;100;2;1;sqrt;
20;200;10;2;0.3;20.0
21;100;10;4;sqrt;10.0
22;500;10;4;sqrt;10.0
23;200;5;2;sqrt;20.0
24;200;5;1;0.3;
25;100;5;2;sqrt;10.0
26;200;2;1;log2;20.0
27;300;2;2;log2;
28;500;10;1;sqrt;
29;500;2;1;sqrt;
30;300;2;2;log2;20.0
