Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;0.3;10.0
2;200;5;2;sqrt;
3;100;5;4;0.3;10.0
4;200;5;2;0.3;10.0
5;200;5;2;log2;
6;300;2;1;0.3;10.0
7;100;2;1;log2;20.0
8;300;10;4;log2;20.0
9;100;10;4;log2;
10;200;10;2;0.3;10.0
11;200;5;4;log2;10.0
12;200;5;4;sqrt;10.0
13;200;10;4;0.3;10.0
14;200;2;1;sqrt;
15;500;10;4;sqrt;20.0
16;100;5;2;log2;20.0
17;500;5;1;0.3;10.0
18;300;2;1;0.3;
19;300;5;2;sqrt;
20;500;5;1;log2;20.0
21;300;2;4;sqrt;10.0
22;300;5;4;sqrt;20.0
23;300;5;2;sqrt;10.0
24;300;10;4;log2;10.0
25;500;5;2;log2;
26;300;10;1;sqrt;
27;100;2;4;sqrt;10.0
28;200;5;1;sqrt;10.0
29;500;10;4;sqrt;
30;100;10;4;0.3;
