Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;sqrt;10.0
2;200;10;4;0.3;20.0
3;300;2;4;log2;
4;500;2;4;log2;10.0
5;500;10;1;sqrt;
6;100;10;4;log2;20.0
7;100;5;4;log2;
8;300;2;2;sqrt;
9;200;10;4;log2;
10;200;5;4;sqrt;20.0
11;300;5;2;sqrt;20.0
12;100;5;2;sqrt;20.0
13;300;2;4;sqrt;
14;200;10;2;log2;10.0
15;500;10;4;0.3;
16;200;2;2;0.3;20.0
17;200;10;2;0.3;20.0
18;200;5;1;log2;10.0
19;500;10;4;sqrt;10.0
20;100;10;1;0.3;
21;100;10;1;0.3;20.0
22;100;2;2;log2;10.0
23;200;10;2;0.3;
24;300;2;4;sqrt;20.0
25;300;10;4;log2;20.0
26;100;5;4;log2;20.0
27;100;10;1;sqrt;10.0
28;200;5;1;0.3;
29;500;10;2;sqrt;10.0
30;300;2;4;log2;10.0
