Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;0.3;10.0
2;100;5;2;sqrt;10.0
3;300;10;1;log2;10.0
4;300;2;1;0.3;20.0
5;200;2;2;log2;20.0
6;500;5;2;log2;
7;500;2;2;0.3;10.0
8;300;10;2;sqrt;10.0
9;300;2;1;log2;20.0
10;300;10;4;0.3;
11;500;5;1;0.3;
12;100;10;1;sqrt;10.0
13;100;5;1;0.3;10.0
14;300;2;2;sqrt;20.0
15;200;2;2;sqrt;
16;100;5;2;sqrt;20.0
17;300;10;1;0.3;20.0
18;500;10;4;log2;10.0
19;500;2;1;0.3;20.0
20;200;2;4;sqrt;20.0
21;300;5;2;sqrt;20.0
22;300;10;4;0.3;10.0
23;200;10;2;log2;
24;300;2;1;0.3;10.0
25;200;10;1;0.3;
26;500;10;1;0.3;
27;300;10;1;sqrt;10.0
28;300;5;1;log2;
29;300;10;4;sqrt;20.0
30;100;2;2;0.3;10.0
