Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;1;sqrt;20.0
2;300;2;1;0.3;10.0
3;300;2;2;0.3;
4;100;10;4;sqrt;10.0
5;300;2;2;sqrt;10.0
6;500;10;2;log2;
7;100;10;2;sqrt;20.0
8;200;10;2;sqrt;20.0
9;500;5;2;0.3;10.0
10;200;5;1;0.3;20.0
11;200;10;4;log2;10.0
12;200;10;4;0.3;10.0
13;300;2;1;0.3;
14;200;10;4;0.3;
15;500;10;2;sqrt;10.0
16;100;5;4;0.3;20.0
17;200;10;1;log2;10.0
18;100;10;2;0.3;10.0
19;200;2;1;0.3;
20;100;2;2;log2;
21;100;10;1;0.3;10.0
22;200;2;1;log2;20.0
23;100;2;4;0.3;10.0
24;300;10;1;log2;10.0
25;500;5;1;0.3;10.0
26;100;2;1;sqrt;20.0
27;100;5;2;0.3;20.0
28;100;2;2;0.3;
29;500;10;2;0.3;10.0
30;300;2;1;log2;
