Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;log2;20.0
2;100;10;4;sqrt;
3;300;2;4;0.3;10.0
4;300;5;1;log2;10.0
5;500;10;4;0.3;
6;500;2;4;sqrt;
7;100;2;2;sqrt;10.0
8;300;5;2;log2;20.0
9;300;10;4;log2;
10;500;2;1;log2;20.0
11;100;2;1;log2;
12;500;5;2;log2;20.0
13;100;2;2;0.3;
14;100;5;4;0.3;10.0
15;500;10;4;sqrt;20.0
16;100;10;2;0.3;
17;500;5;2;log2;
18;100;5;2;0.3;20.0
19;100;2;1;0.3;
20;200;10;1;log2;
21;300;5;1;sqrt;20.0
22;100;10;2;sqrt;
23;100;10;4;log2;20.0
24;500;2;2;log2;20.0
25;500;5;4;sqrt;
26;500;2;1;0.3;10.0
27;300;2;2;log2;10.0
28;500;2;2;0.3;
29;200;10;4;sqrt;20.0
30;100;10;2;log2;20.0
