Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;log2;
2;300;2;2;sqrt;10.0
3;300;10;4;log2;10.0
4;300;2;2;0.3;10.0
5;300;10;2;log2;20.0
6;200;2;1;0.3;10.0
7;200;2;2;0.3;20.0
8;500;2;2;log2;20.0
9;300;5;4;log2;
10;100;10;2;0.3;
11;100;10;1;0.3;10.0
12;300;5;1;log2;20.0
13;200;2;2;0.3;
14;300;10;2;0.3;10.0
15;300;2;4;0.3;
16;500;5;2;sqrt;
17;300;2;4;log2;20.0
18;300;10;4;0.3;
19;300;2;4;log2;10.0
20;200;2;2;sqrt;20.0
21;300;5;4;log2;20.0
22;500;5;1;sqrt;10.0
23;500;2;1;log2;10.0
24;200;10;2;log2;10.0
25;100;2;4;0.3;10.0
26;500;10;1;sqrt;10.0
27;200;2;1;log2;10.0
28;200;10;1;0.3;
29;500;2;1;sqrt;20.0
30;200;10;2;0.3;20.0
