Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;sqrt;
2;100;5;1;sqrt;20.0
3;100;10;1;log2;10.0
4;100;2;2;sqrt;10.0
5;200;10;4;log2;10.0
6;300;5;2;0.3;
7;100;10;4;log2;20.0
8;500;10;2;0.3;
9;200;2;2;0.3;
10;100;2;4;sqrt;
11;100;5;2;sqrt;
12;100;2;4;log2;10.0
13;500;5;1;0.3;
14;200;2;1;0.3;10.0
15;300;10;2;0.3;
16;300;10;1;log2;20.0
17;100;2;2;sqrt;20.0
18;200;2;2;log2;20.0
19;300;10;2;log2;
20;500;5;1;log2;
21;300;10;4;sqrt;20.0
22;300;5;4;sqrt;10.0
23;300;2;4;log2;10.0
24;200;10;1;0.3;20.0
25;500;10;1;log2;
26;500;5;2;log2;20.0
27;100;2;1;0.3;20.0
28;300;5;4;sqrt;
29;500;2;2;sqrt;
30;200;2;4;0.3;10.0
