Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(1,3,15));0.4345;29.5083;1.3525;24.152
2;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 11));0.3105;25.8752;1.2249;25.6164
3;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 11));0.446;29.7428;1.3665;26.0958
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('detr','3'), list('sder',c(2,4,25));0.3738;22.7848;1.2853;27.8298
5;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 11));0.3726;31.876;1.284;24.0372
