Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''),list('red',c(950,20,1)),list('snv',''),list('sder',c(2,3,15));0.0813;0.1606;1.0612;0.1628
2;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(2,3,21));0.3403;0.1775;1.2522;0.1503
3;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(2,3,21));0.5174;0.1259;1.4641;0.1551
4;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 21));0.1673;0.1649;1.1146;0.156
5;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(2,3,21));0.2603;0.182;1.1826;0.1496
