Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 31));0.5498;237.3234;1.5159;189.205
2;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 25));0.674;234.1798;1.7812;195.5344
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 21));0.6276;256.3799;1.6667;181.0904
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 21));0.7135;212.3853;1.9002;187.5987
5;list('adj',''), list('red',c(1,1300,1)), list('sder',c(1,3,15)), list('snv','');0.5791;244.9537;1.5678;194.1176
