Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;log2;10.0
2;200;10;1;log2;20.0
3;500;5;1;0.3;10.0
4;500;10;1;sqrt;
5;500;10;2;0.3;20.0
6;100;5;1;sqrt;
7;300;10;2;0.3;20.0
8;100;5;4;log2;
9;300;2;1;sqrt;
10;300;5;1;log2;
11;100;2;4;sqrt;
12;500;10;1;0.3;
13;300;5;4;log2;20.0
14;300;5;2;sqrt;20.0
15;300;10;2;0.3;
16;200;10;4;log2;20.0
17;300;10;2;log2;20.0
18;200;10;2;0.3;20.0
19;100;5;4;0.3;
20;300;2;1;0.3;
21;300;10;1;log2;10.0
22;500;2;4;0.3;20.0
23;300;5;4;sqrt;20.0
24;300;2;4;0.3;20.0
25;200;5;2;0.3;10.0
26;200;10;4;log2;10.0
27;100;2;1;log2;20.0
28;100;2;1;log2;10.0
29;300;10;2;log2;
30;300;2;2;sqrt;
