Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;log2;10.0
2;200;10;1;0.3;10.0
3;100;5;4;log2;20.0
4;500;2;4;sqrt;
5;300;5;4;log2;10.0
6;300;2;4;log2;20.0
7;300;5;2;log2;
8;200;10;1;0.3;20.0
9;500;10;2;log2;20.0
10;300;5;1;sqrt;
11;100;5;2;sqrt;10.0
12;100;10;2;log2;20.0
13;200;10;1;sqrt;10.0
14;500;2;2;log2;10.0
15;100;2;2;sqrt;10.0
16;100;5;2;sqrt;20.0
17;300;5;2;log2;10.0
18;500;5;1;sqrt;
19;200;2;4;log2;10.0
20;100;10;1;log2;
21;200;10;2;sqrt;
22;500;2;2;sqrt;10.0
23;300;10;4;log2;
24;200;5;4;sqrt;10.0
25;500;10;2;log2;
26;100;2;1;0.3;
27;200;5;2;sqrt;10.0
28;200;2;1;log2;10.0
29;300;10;1;log2;20.0
30;300;10;4;0.3;10.0
