Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 21));0.2919;0.5119;1.2087;0.3307
2;list('adj',''), list('red',c(1,1300,1)), list('sder',c(2,3,15)), list('snv','');0.1573;0.4136;1.1079;0.3588
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('detr','3'), list('sder',c(2,4,25));-0.0575;0.4405;0.9891;0.3838
4;list('adj',''), list('red',c(1,1400,1)), list('snv',''), list('sder',c(2,3,15));0.0904;0.4033;1.0665;0.3619
5;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 25));0.3722;0.4109;1.2837;0.3905
