Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;2;log2;
2;500;10;2;0.3;20.0
3;300;5;2;0.3;20.0
4;300;10;4;log2;20.0
5;500;10;1;log2;
6;500;5;1;log2;20.0
7;300;10;1;0.3;
8;500;5;1;sqrt;10.0
9;500;10;1;0.3;20.0
10;200;5;4;log2;20.0
11;300;5;1;sqrt;20.0
12;100;2;2;0.3;
13;100;2;1;0.3;10.0
14;300;5;4;log2;
15;200;10;4;log2;20.0
16;500;2;1;0.3;20.0
17;200;5;4;sqrt;20.0
18;100;10;2;sqrt;10.0
19;100;2;1;log2;20.0
20;200;10;2;log2;
21;200;2;1;0.3;
22;100;10;4;log2;10.0
23;500;10;2;sqrt;10.0
24;300;5;1;sqrt;
25;200;2;2;0.3;20.0
26;300;10;2;sqrt;
27;300;10;2;0.3;10.0
28;500;2;2;0.3;10.0
29;200;10;1;sqrt;20.0
30;100;5;2;sqrt;10.0
