Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;sqrt;10.0
2;500;10;2;log2;10.0
3;300;10;1;sqrt;20.0
4;500;2;4;sqrt;10.0
5;100;5;1;log2;20.0
6;200;2;4;sqrt;10.0
7;500;5;2;log2;10.0
8;200;5;4;sqrt;20.0
9;300;10;2;log2;
10;500;2;2;0.3;10.0
11;200;5;4;0.3;20.0
12;300;10;4;0.3;
13;500;5;1;log2;10.0
14;200;10;4;log2;20.0
15;100;2;4;0.3;
16;300;5;4;sqrt;
17;200;5;1;0.3;
18;300;10;2;log2;20.0
19;300;10;2;sqrt;
20;100;10;4;sqrt;20.0
21;300;5;2;sqrt;
22;200;10;4;0.3;10.0
23;500;2;2;0.3;
24;100;2;1;0.3;
25;200;5;4;log2;
26;200;10;4;0.3;
27;200;5;1;0.3;20.0
28;100;5;2;log2;10.0
29;300;2;2;sqrt;10.0
30;100;2;1;log2;20.0
