Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;log2;
2;300;2;2;log2;20.0
3;100;2;1;0.3;
4;500;10;2;log2;10.0
5;300;2;4;sqrt;10.0
6;200;2;4;0.3;10.0
7;100;5;4;log2;10.0
8;500;10;2;sqrt;10.0
9;500;5;4;sqrt;20.0
10;200;2;2;sqrt;10.0
11;300;2;1;0.3;10.0
12;300;5;1;0.3;20.0
13;500;10;1;0.3;20.0
14;300;5;4;log2;20.0
15;100;5;4;sqrt;
16;100;10;1;log2;
17;300;10;2;log2;20.0
18;300;2;2;log2;10.0
19;200;2;4;0.3;20.0
20;100;5;4;sqrt;20.0
21;500;5;1;0.3;20.0
22;100;5;2;log2;20.0
23;500;10;2;log2;20.0
24;300;5;4;log2;10.0
25;500;2;1;log2;20.0
26;200;5;4;sqrt;
27;500;5;1;0.3;
28;300;2;4;log2;
29;300;10;1;sqrt;10.0
30;100;2;1;log2;10.0
