Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;sqrt;20.0
2;200;5;1;sqrt;10.0
3;500;5;1;log2;10.0
4;300;2;1;log2;10.0
5;200;5;2;log2;
6;300;10;1;sqrt;
7;200;10;2;sqrt;
8;300;5;1;log2;
9;300;2;1;0.3;10.0
10;200;5;2;sqrt;20.0
11;300;2;4;0.3;10.0
12;100;10;4;0.3;20.0
13;300;2;2;0.3;10.0
14;500;5;2;sqrt;
15;100;2;1;sqrt;20.0
16;100;10;1;0.3;
17;300;5;2;0.3;10.0
18;500;10;4;0.3;
19;200;10;2;0.3;20.0
20;500;5;2;0.3;10.0
21;100;5;1;sqrt;20.0
22;100;10;1;sqrt;
23;200;5;1;log2;
24;300;2;4;sqrt;10.0
25;100;5;4;sqrt;
26;100;2;4;log2;
27;200;5;1;0.3;
28;300;2;4;sqrt;20.0
29;500;10;4;0.3;10.0
30;100;5;1;0.3;20.0
