Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;1;sqrt;
2;300;5;1;log2;
3;300;10;1;0.3;
4;200;5;2;0.3;10.0
5;300;5;1;sqrt;
6;100;5;4;sqrt;
7;100;10;2;sqrt;10.0
8;200;10;1;0.3;20.0
9;100;10;1;sqrt;20.0
10;500;5;2;0.3;10.0
11;500;5;1;sqrt;
12;200;2;4;log2;
13;100;10;2;log2;20.0
14;100;2;4;0.3;
15;500;10;1;sqrt;
16;200;10;1;log2;10.0
17;100;10;1;log2;
18;300;5;4;sqrt;10.0
19;300;10;4;0.3;20.0
20;500;10;2;sqrt;10.0
21;300;2;4;sqrt;
22;500;5;4;0.3;
23;200;10;1;log2;
24;200;2;2;log2;20.0
25;300;2;1;log2;10.0
26;300;10;2;log2;
27;500;10;4;log2;10.0
28;500;5;2;0.3;20.0
29;100;5;2;0.3;10.0
30;300;2;4;0.3;
