Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;log2;
2;500;10;2;log2;20.0
3;300;2;2;0.3;20.0
4;200;10;2;0.3;20.0
5;500;10;1;0.3;
6;300;5;2;sqrt;20.0
7;300;2;1;sqrt;20.0
8;500;2;4;log2;
9;500;10;1;sqrt;10.0
10;100;2;1;sqrt;10.0
11;200;5;2;sqrt;10.0
12;500;2;2;0.3;
13;100;5;1;0.3;10.0
14;500;10;2;log2;
15;100;2;4;sqrt;
16;300;10;1;0.3;
17;300;10;1;sqrt;20.0
18;500;10;1;0.3;10.0
19;100;5;4;sqrt;20.0
20;500;5;4;log2;10.0
21;100;10;4;sqrt;10.0
22;300;2;2;sqrt;
23;200;5;2;log2;20.0
24;200;5;1;log2;10.0
25;200;10;2;sqrt;10.0
26;100;5;4;log2;20.0
27;500;2;4;log2;20.0
28;100;5;4;0.3;10.0
29;300;2;4;sqrt;10.0
30;200;5;2;0.3;10.0
