Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;0.3;
2;500;10;1;log2;
3;100;5;2;sqrt;
4;300;2;4;sqrt;20.0
5;200;5;4;0.3;
6;500;5;4;sqrt;20.0
7;200;10;1;log2;
8;100;5;2;log2;20.0
9;500;2;2;log2;
10;300;10;2;0.3;10.0
11;300;10;4;log2;10.0
12;100;5;2;sqrt;20.0
13;200;10;4;log2;10.0
14;500;2;4;sqrt;
15;500;10;2;0.3;10.0
16;500;10;1;log2;10.0
17;200;5;2;log2;20.0
18;500;10;2;sqrt;
19;200;10;4;0.3;10.0
20;500;2;4;log2;10.0
21;100;10;1;sqrt;20.0
22;200;5;2;0.3;20.0
23;500;10;2;log2;
24;200;10;1;log2;20.0
25;100;5;1;0.3;20.0
26;100;2;2;sqrt;10.0
27;300;5;4;log2;20.0
28;100;10;1;log2;20.0
29;200;10;4;sqrt;10.0
30;200;2;2;0.3;
