Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''),list('red',c(950,20,1)),list('snv',''),list('sder',c(1,3,15));0.2799;1.5984;1.1986;1.0342
2;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 21));0.2753;1.7196;1.1948;0.9833
3;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(1,3,21));0.2105;1.8537;1.1447;0.9683
4;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,11));0.2792;1.0668;1.198;1.1408
5;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 35));0.1409;1.3003;1.0973;1.062
