Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;sqrt;20.0
2;200;5;2;log2;10.0
3;200;5;4;sqrt;20.0
4;300;2;4;0.3;
5;100;5;1;log2;10.0
6;300;5;4;log2;
7;500;5;1;sqrt;20.0
8;100;5;1;0.3;10.0
9;200;10;4;0.3;10.0
10;500;10;1;0.3;10.0
11;300;2;2;log2;10.0
12;300;10;1;log2;20.0
13;300;5;4;log2;10.0
14;500;5;2;sqrt;20.0
15;200;2;4;0.3;10.0
16;500;5;4;0.3;20.0
17;200;2;2;0.3;
18;100;2;1;sqrt;20.0
19;300;10;2;sqrt;10.0
20;200;10;2;sqrt;10.0
21;200;5;1;sqrt;
22;100;10;4;log2;
23;100;2;2;sqrt;20.0
24;200;5;1;log2;
25;200;10;2;0.3;
26;200;5;4;log2;
27;300;2;1;0.3;20.0
28;200;5;4;0.3;20.0
29;500;10;1;sqrt;10.0
30;300;10;4;0.3;
