Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;4;sqrt;10.0
2;300;2;1;0.3;
3;500;10;4;sqrt;10.0
4;100;10;4;log2;
5;300;2;2;log2;
6;100;10;2;0.3;20.0
7;300;10;4;0.3;
8;200;5;1;sqrt;10.0
9;100;10;2;log2;
10;100;10;2;0.3;10.0
11;200;5;2;0.3;
12;100;2;1;log2;10.0
13;300;2;2;0.3;20.0
14;200;2;2;0.3;
15;100;10;1;sqrt;20.0
16;100;5;1;log2;10.0
17;200;2;1;log2;
18;100;2;1;sqrt;
19;500;2;1;0.3;20.0
20;500;2;4;sqrt;10.0
21;200;5;1;sqrt;
22;500;10;2;0.3;10.0
23;500;2;1;0.3;10.0
24;500;5;1;0.3;20.0
25;300;10;2;log2;10.0
26;200;10;1;log2;10.0
27;300;10;2;sqrt;20.0
28;500;5;2;sqrt;
29;200;5;1;0.3;
30;100;2;4;sqrt;10.0
