Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;log2;10.0
2;200;10;1;sqrt;10.0
3;300;10;4;sqrt;10.0
4;500;10;2;log2;10.0
5;200;2;1;sqrt;10.0
6;500;2;4;log2;20.0
7;500;5;4;log2;20.0
8;500;2;4;log2;10.0
9;100;10;2;0.3;10.0
10;300;2;1;sqrt;10.0
11;100;2;4;sqrt;20.0
12;300;5;4;sqrt;
13;100;5;1;0.3;10.0
14;500;2;1;log2;20.0
15;100;2;1;log2;10.0
16;300;10;2;0.3;10.0
17;200;2;4;sqrt;
18;200;2;1;sqrt;20.0
19;200;2;1;log2;20.0
20;300;5;2;log2;20.0
21;300;10;2;sqrt;20.0
22;100;5;4;0.3;10.0
23;300;10;2;log2;10.0
24;100;2;2;sqrt;
25;100;10;1;0.3;20.0
26;500;10;1;sqrt;10.0
27;300;10;1;log2;20.0
28;100;5;1;0.3;20.0
29;200;5;1;log2;20.0
30;100;5;4;log2;20.0
