Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;sqrt;
2;200;10;4;log2;20.0
3;100;10;1;log2;
4;300;10;1;0.3;10.0
5;100;10;1;sqrt;
6;300;2;1;0.3;20.0
7;300;2;2;sqrt;
8;300;2;1;0.3;10.0
9;300;5;2;log2;10.0
10;300;2;2;0.3;
11;100;5;2;0.3;
12;200;10;2;sqrt;
13;100;2;4;log2;10.0
14;500;2;4;log2;20.0
15;300;5;4;0.3;20.0
16;300;2;4;0.3;10.0
17;500;10;4;log2;10.0
18;300;10;4;log2;20.0
19;500;2;1;0.3;10.0
20;500;2;4;sqrt;20.0
21;500;10;1;0.3;20.0
22;100;5;2;sqrt;10.0
23;500;10;4;sqrt;20.0
24;300;2;1;sqrt;10.0
25;200;2;1;sqrt;10.0
26;100;5;1;log2;
27;200;2;4;sqrt;20.0
28;500;5;1;log2;
29;500;10;1;sqrt;10.0
30;200;2;4;0.3;10.0
