Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;log2;20.0
2;100;10;4;sqrt;10.0
3;500;5;1;log2;
4;200;2;1;0.3;
5;100;5;4;sqrt;20.0
6;200;2;1;log2;10.0
7;200;2;2;log2;20.0
8;100;5;2;sqrt;20.0
9;300;10;4;0.3;10.0
10;500;2;1;log2;20.0
11;300;10;1;sqrt;20.0
12;500;10;1;0.3;20.0
13;300;5;4;sqrt;
14;300;5;4;0.3;10.0
15;200;2;1;sqrt;20.0
16;100;2;4;sqrt;
17;300;2;2;log2;
18;500;2;1;sqrt;
19;300;2;2;sqrt;
20;200;2;4;log2;20.0
21;200;2;4;0.3;20.0
22;200;5;4;log2;20.0
23;200;10;2;sqrt;10.0
24;300;5;4;log2;10.0
25;300;2;4;0.3;20.0
26;200;2;4;sqrt;
27;100;2;2;sqrt;10.0
28;500;10;1;0.3;
29;500;10;2;0.3;20.0
30;100;5;1;log2;20.0
