Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;log2;
2;500;5;4;0.3;20.0
3;100;5;2;sqrt;10.0
4;300;5;2;log2;10.0
5;300;5;4;sqrt;
6;200;5;1;log2;10.0
7;200;5;2;log2;10.0
8;200;5;2;0.3;
9;300;2;2;sqrt;20.0
10;300;2;1;sqrt;
11;100;10;1;log2;20.0
12;500;2;4;sqrt;20.0
13;200;10;1;0.3;10.0
14;100;10;2;0.3;20.0
15;200;5;1;0.3;10.0
16;100;2;2;sqrt;20.0
17;100;2;4;log2;10.0
18;300;2;1;log2;
19;500;5;1;sqrt;20.0
20;200;2;1;log2;20.0
21;100;2;2;0.3;
22;200;5;2;0.3;20.0
23;500;2;4;sqrt;10.0
24;300;5;2;sqrt;20.0
25;200;10;4;0.3;20.0
26;200;2;4;log2;10.0
27;100;5;1;0.3;
28;300;2;1;0.3;20.0
29;300;2;4;0.3;10.0
30;300;10;4;sqrt;20.0
