Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;0.3;20.0
2;500;2;1;sqrt;
3;200;10;4;0.3;
4;200;5;2;0.3;20.0
5;500;2;2;log2;10.0
6;100;10;4;0.3;20.0
7;100;2;4;log2;10.0
8;100;10;4;sqrt;
9;500;2;4;log2;
10;200;5;1;log2;
11;200;2;2;0.3;
12;500;5;4;0.3;10.0
13;500;10;2;log2;10.0
14;300;2;1;log2;
15;300;10;4;0.3;20.0
16;300;5;1;log2;10.0
17;300;2;4;log2;10.0
18;200;2;2;log2;20.0
19;500;2;2;sqrt;20.0
20;500;5;1;sqrt;10.0
21;100;5;1;log2;
22;500;5;4;0.3;
23;300;10;2;sqrt;10.0
24;500;10;1;sqrt;20.0
25;100;5;4;log2;10.0
26;100;5;2;0.3;20.0
27;500;10;1;log2;10.0
28;200;10;1;0.3;20.0
29;200;2;1;0.3;20.0
30;500;2;4;0.3;20.0
