Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;1;sqrt;
2;100;5;4;log2;10.0
3;100;2;1;sqrt;
4;500;5;1;sqrt;20.0
5;200;2;2;sqrt;20.0
6;200;10;1;0.3;10.0
7;500;5;1;sqrt;10.0
8;500;10;1;sqrt;
9;500;10;1;0.3;
10;100;5;1;0.3;
11;100;2;2;log2;20.0
12;100;10;2;log2;10.0
13;300;5;4;0.3;20.0
14;300;10;1;0.3;10.0
15;100;5;2;0.3;20.0
16;300;10;1;sqrt;20.0
17;200;5;2;log2;10.0
18;300;5;2;0.3;
19;500;5;1;0.3;10.0
20;200;2;2;sqrt;
21;300;5;2;0.3;20.0
22;100;5;4;0.3;20.0
23;200;2;2;0.3;
24;300;5;1;0.3;20.0
25;300;10;2;0.3;
26;500;2;4;sqrt;10.0
27;100;2;4;sqrt;10.0
28;100;10;1;sqrt;10.0
29;200;2;1;log2;20.0
30;500;5;4;0.3;
