Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;log2;20.0
2;300;5;1;0.3;20.0
3;300;2;2;sqrt;20.0
4;300;5;2;0.3;10.0
5;500;10;4;sqrt;
6;100;10;2;log2;
7;500;10;1;log2;20.0
8;500;2;4;0.3;
9;300;10;1;log2;
10;500;2;2;sqrt;10.0
11;200;2;1;0.3;
12;200;5;4;sqrt;20.0
13;200;10;2;log2;20.0
14;100;10;2;0.3;20.0
15;500;10;1;log2;10.0
16;100;5;2;0.3;10.0
17;300;10;2;sqrt;20.0
18;200;10;2;sqrt;20.0
19;100;2;4;sqrt;10.0
20;200;2;4;sqrt;20.0
21;100;5;1;log2;
22;500;2;1;sqrt;20.0
23;300;2;1;0.3;10.0
24;100;2;2;sqrt;
25;300;2;2;sqrt;10.0
26;500;2;4;0.3;20.0
27;100;2;1;log2;10.0
28;100;2;1;log2;
29;100;5;2;sqrt;
30;500;5;1;0.3;20.0
