Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;log2;
2;200;5;1;0.3;
3;200;10;4;0.3;20.0
4;300;10;4;0.3;20.0
5;100;10;2;sqrt;
6;500;5;1;sqrt;
7;100;5;4;0.3;
8;100;2;2;log2;
9;100;5;4;log2;
10;300;2;2;log2;20.0
11;300;5;2;log2;20.0
12;300;5;2;0.3;20.0
13;100;2;1;0.3;
14;300;2;1;0.3;10.0
15;300;10;1;sqrt;20.0
16;500;10;4;sqrt;
17;100;5;4;0.3;20.0
18;300;10;2;0.3;20.0
19;500;5;1;sqrt;20.0
20;100;2;2;0.3;
21;100;10;2;log2;10.0
22;500;10;2;log2;10.0
23;500;2;4;log2;
24;300;10;4;0.3;10.0
25;200;5;2;0.3;
26;500;5;1;log2;10.0
27;100;2;1;log2;20.0
28;500;5;1;log2;
29;200;10;1;sqrt;
30;500;10;1;log2;20.0
