Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;4;log2;10.0
2;100;2;2;sqrt;10.0
3;500;5;4;0.3;
4;300;5;4;log2;10.0
5;100;5;1;sqrt;
6;300;2;4;log2;
7;300;5;2;0.3;20.0
8;500;5;1;sqrt;20.0
9;300;10;4;sqrt;
10;300;5;1;0.3;
11;200;2;1;0.3;
12;300;10;4;0.3;20.0
13;200;10;4;0.3;
14;100;5;2;log2;10.0
15;200;2;2;sqrt;20.0
16;300;10;2;sqrt;10.0
17;200;10;1;0.3;
18;300;2;2;log2;10.0
19;300;5;2;log2;
20;500;10;2;log2;
21;300;10;1;0.3;20.0
22;200;10;4;0.3;10.0
23;100;10;4;0.3;10.0
24;300;5;2;sqrt;10.0
25;100;2;2;sqrt;
26;500;2;4;log2;
27;500;10;2;log2;20.0
28;300;2;1;log2;10.0
29;200;2;4;log2;
30;100;10;2;0.3;
