Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;sqrt;20.0
2;100;10;1;log2;
3;500;10;4;log2;
4;300;2;4;0.3;
5;200;10;4;log2;
6;300;2;2;log2;10.0
7;100;2;2;0.3;
8;500;10;4;0.3;20.0
9;100;2;4;log2;
10;200;2;4;sqrt;
11;300;10;2;sqrt;
12;200;2;1;0.3;
13;200;5;4;sqrt;10.0
14;500;5;2;0.3;
15;200;10;1;sqrt;
16;300;5;1;log2;20.0
17;100;2;2;log2;20.0
18;300;2;4;0.3;20.0
19;500;10;4;0.3;10.0
20;500;10;1;0.3;
21;200;10;4;sqrt;20.0
22;200;2;1;log2;
23;200;10;4;sqrt;
24;500;2;1;log2;
25;200;2;2;0.3;
26;200;10;4;log2;20.0
27;300;2;4;0.3;10.0
28;300;5;1;0.3;10.0
29;300;5;2;log2;10.0
30;200;2;4;sqrt;20.0
