Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;0.3;10.0
2;500;2;1;0.3;
3;500;2;2;0.3;
4;200;10;4;log2;
5;200;5;2;sqrt;10.0
6;100;5;1;sqrt;
7;500;5;2;0.3;20.0
8;200;10;2;sqrt;10.0
9;200;5;4;sqrt;10.0
10;200;10;2;log2;10.0
11;500;5;1;sqrt;10.0
12;500;5;4;sqrt;
13;100;5;4;sqrt;10.0
14;500;2;4;0.3;20.0
15;300;5;2;0.3;20.0
16;500;10;1;log2;
17;500;10;4;log2;20.0
18;200;5;4;sqrt;20.0
19;500;10;2;log2;
20;100;5;4;log2;20.0
21;500;5;4;0.3;20.0
22;100;2;2;0.3;20.0
23;100;10;2;sqrt;20.0
24;300;2;1;0.3;10.0
25;200;2;1;log2;10.0
26;500;2;1;log2;
27;500;10;1;0.3;20.0
28;100;2;2;sqrt;20.0
29;300;2;2;sqrt;10.0
30;500;2;4;sqrt;
