Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;2;0.3;20.0
2;100;2;2;sqrt;
3;100;10;4;sqrt;
4;300;10;2;0.3;10.0
5;500;10;1;log2;10.0
6;500;2;2;0.3;20.0
7;200;2;1;0.3;10.0
8;500;2;1;sqrt;20.0
9;300;2;1;log2;20.0
10;100;5;1;log2;
11;500;10;1;0.3;20.0
12;300;10;4;sqrt;20.0
13;200;10;2;sqrt;20.0
14;300;2;4;sqrt;
15;100;10;2;0.3;
16;500;10;4;log2;
17;500;5;1;sqrt;
18;200;5;4;sqrt;10.0
19;500;2;1;log2;
20;100;5;2;log2;20.0
21;300;10;1;0.3;
22;100;10;4;0.3;
23;500;2;1;log2;10.0
24;200;2;1;log2;10.0
25;500;10;1;0.3;
26;300;5;2;0.3;20.0
27;100;10;1;log2;10.0
28;300;10;4;log2;
29;500;5;2;log2;10.0
30;200;10;1;sqrt;10.0
