Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;0.3;
2;100;2;4;log2;
3;200;5;1;log2;
4;500;2;4;log2;10.0
5;500;5;1;0.3;20.0
6;100;5;2;sqrt;10.0
7;500;10;4;sqrt;20.0
8;300;5;1;log2;20.0
9;500;10;1;sqrt;20.0
10;500;2;2;log2;10.0
11;100;5;4;sqrt;10.0
12;200;2;1;0.3;
13;500;5;2;0.3;
14;200;2;4;sqrt;20.0
15;100;5;4;0.3;
16;500;2;4;sqrt;20.0
17;500;2;2;log2;
18;300;10;1;0.3;10.0
19;100;10;1;0.3;10.0
20;300;2;1;sqrt;20.0
21;500;10;2;sqrt;20.0
22;500;5;1;log2;20.0
23;500;2;1;log2;10.0
24;100;2;2;sqrt;20.0
25;100;10;4;sqrt;20.0
26;200;5;1;sqrt;
27;300;10;2;log2;
28;300;2;4;sqrt;10.0
29;200;5;1;log2;10.0
30;300;10;2;0.3;20.0
