Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;4;0.3;10.0
2;300;5;1;sqrt;10.0
3;500;10;4;0.3;
4;200;2;1;log2;10.0
5;300;2;2;0.3;20.0
6;200;10;4;sqrt;10.0
7;200;5;2;log2;
8;100;10;4;sqrt;20.0
9;200;2;2;sqrt;10.0
10;500;2;4;sqrt;20.0
11;100;2;2;0.3;10.0
12;500;10;4;0.3;10.0
13;300;5;2;0.3;10.0
14;500;10;2;sqrt;
15;500;2;4;sqrt;
16;100;5;4;log2;10.0
17;500;10;2;0.3;10.0
18;100;2;1;log2;20.0
19;300;5;2;sqrt;
20;200;10;2;log2;
21;500;2;2;0.3;
22;200;2;2;sqrt;20.0
23;300;10;1;0.3;20.0
24;200;5;1;log2;20.0
25;300;10;1;0.3;10.0
26;500;5;2;sqrt;
27;300;5;4;0.3;
28;300;2;4;sqrt;10.0
29;200;10;4;log2;20.0
30;200;10;1;0.3;20.0
