Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;log2;20.0
2;500;10;2;0.3;20.0
3;200;10;1;0.3;10.0
4;200;10;1;log2;10.0
5;300;5;2;log2;
6;100;5;1;0.3;10.0
7;200;10;4;sqrt;10.0
8;500;2;1;log2;20.0
9;300;10;1;log2;20.0
10;100;5;4;log2;10.0
11;200;5;1;sqrt;20.0
12;500;10;2;log2;20.0
13;500;5;4;sqrt;10.0
14;500;2;1;0.3;
15;500;10;1;0.3;
16;500;2;4;0.3;
17;500;2;1;log2;10.0
18;200;5;4;sqrt;
19;200;2;2;sqrt;10.0
20;200;10;4;sqrt;20.0
21;200;2;1;log2;
22;500;5;4;0.3;10.0
23;100;2;4;sqrt;
24;300;2;2;sqrt;10.0
25;100;5;2;sqrt;20.0
26;300;5;4;log2;20.0
27;500;5;1;sqrt;
28;300;5;1;0.3;
29;100;5;4;0.3;20.0
30;300;2;1;sqrt;
