"Methode";"Compose";"meso_frais";"meso_silica";"HR"
"pls";"total.trans.carotene.natif";0,6923;0,7423;NA
"random_forest";"total.trans.carotene.natif";0,809;0,8235;NA
"xgboost";"total.trans.carotene.natif";0,7784;0,7902;NA
