"Compose";"Pretraitement_Gagnant";"Nombre_VL";"Rc";"R2cv";"RMSEC";"RMSECV";"R2p_Externe";"RMSEP_Externe";"RPD_Externe"
"C16.0";"rbind(list('adj',''),list('red',c(1000,750,1)),list('snv',''),list('sder',c(2,3,15)))";5;0,8841;0,7931;1,7802;2,3783;0,6793;2,7;1,7961
