Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('snv',''), list('sder',c(1,3,5));0.6114;3.9131;1.6315;2.6914
2;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(2,3,21));0.5846;3.0609;1.578;3.188
3;list('adj',''), list('red',c(950,750,1)), list('msc',''), list('sder',c(1,3,15));0.375;3.5859;1.2866;2.8938
4;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,15));0.6535;3.9103;1.7279;2.7516
5;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(2,3,21));0.3576;3.5404;1.2689;3.2703
