Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;log2;20.0
2;300;5;4;log2;10.0
3;500;2;2;log2;
4;100;2;4;sqrt;20.0
5;200;5;1;log2;
6;500;5;4;0.3;20.0
7;200;2;4;0.3;
8;200;5;1;sqrt;10.0
9;500;10;2;log2;10.0
10;100;2;1;0.3;20.0
11;100;10;4;log2;10.0
12;200;10;1;log2;
13;300;5;2;0.3;10.0
14;300;2;1;0.3;20.0
15;300;2;2;sqrt;
16;200;10;1;0.3;20.0
17;100;10;4;log2;20.0
18;100;5;1;0.3;20.0
19;300;10;1;0.3;10.0
20;100;5;1;0.3;
21;500;2;1;sqrt;10.0
22;100;2;2;sqrt;
23;200;5;4;log2;
24;500;10;2;0.3;10.0
25;500;5;2;log2;
26;500;10;2;sqrt;
27;500;5;1;log2;20.0
28;100;5;2;sqrt;10.0
29;200;10;4;0.3;
30;200;2;2;0.3;10.0
