Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;log2;10.0
2;500;5;1;sqrt;20.0
3;200;5;1;0.3;
4;300;10;4;0.3;20.0
5;200;10;2;sqrt;
6;500;2;1;0.3;10.0
7;300;10;1;sqrt;
8;300;10;1;log2;20.0
9;200;2;1;log2;10.0
10;300;10;4;log2;20.0
11;200;10;4;log2;10.0
12;100;10;2;log2;
13;500;2;1;sqrt;10.0
14;300;5;2;log2;
15;500;2;1;log2;10.0
16;300;5;4;sqrt;10.0
17;100;5;4;0.3;
18;200;5;1;0.3;10.0
19;500;2;2;sqrt;10.0
20;200;10;1;log2;10.0
21;500;5;1;log2;20.0
22;500;10;2;sqrt;
23;100;5;4;sqrt;
24;200;5;4;0.3;
25;200;2;2;sqrt;20.0
26;100;10;4;log2;20.0
27;500;2;2;0.3;20.0
28;500;2;4;log2;
29;300;2;2;sqrt;20.0
30;500;10;1;log2;10.0
