Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;log2;10.0
2;200;10;1;0.3;10.0
3;300;2;4;log2;10.0
4;300;10;4;0.3;10.0
5;100;10;4;sqrt;10.0
6;200;10;1;sqrt;20.0
7;200;5;2;sqrt;
8;100;5;1;log2;
9;300;10;2;sqrt;20.0
10;500;5;2;sqrt;20.0
11;300;2;4;log2;
12;300;2;1;0.3;10.0
13;500;2;4;log2;
14;100;2;2;0.3;10.0
15;300;5;4;log2;20.0
16;300;10;4;sqrt;
17;200;5;2;log2;
18;500;10;2;sqrt;
19;100;2;4;log2;
20;100;10;2;sqrt;10.0
21;200;5;2;0.3;20.0
22;200;2;1;0.3;10.0
23;100;10;2;sqrt;20.0
24;100;5;4;sqrt;10.0
25;500;5;1;0.3;
26;100;10;4;0.3;
27;300;5;2;log2;
28;500;5;4;0.3;20.0
29;300;10;1;log2;10.0
30;300;2;2;0.3;20.0
