Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;log2;20.0
2;500;2;1;sqrt;20.0
3;300;5;2;0.3;20.0
4;500;2;2;log2;20.0
5;500;5;1;log2;20.0
6;100;10;4;sqrt;
7;500;2;1;log2;
8;300;5;4;sqrt;20.0
9;200;2;2;sqrt;20.0
10;100;10;1;log2;20.0
11;100;10;2;sqrt;
12;300;2;1;sqrt;
13;200;2;4;log2;10.0
14;500;10;1;log2;
15;100;2;2;sqrt;20.0
16;200;5;4;sqrt;10.0
17;300;5;1;sqrt;20.0
18;300;10;1;log2;20.0
19;300;5;2;log2;
20;500;2;4;sqrt;
21;300;2;4;sqrt;10.0
22;200;5;4;0.3;10.0
23;300;10;2;0.3;
24;500;5;4;0.3;10.0
25;200;10;4;sqrt;20.0
26;200;10;1;log2;10.0
27;100;10;1;log2;
28;300;10;2;log2;20.0
29;300;2;1;log2;10.0
30;300;2;1;0.3;10.0
