Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;sqrt;20.0
2;500;2;2;log2;20.0
3;200;2;1;0.3;20.0
4;500;5;4;sqrt;
5;200;10;2;log2;20.0
6;200;2;1;sqrt;20.0
7;500;10;2;0.3;
8;500;10;2;log2;10.0
9;100;2;4;log2;
10;300;10;4;sqrt;
11;300;2;1;log2;20.0
12;100;5;2;0.3;20.0
13;200;2;4;0.3;10.0
14;300;10;1;log2;
15;300;10;4;log2;20.0
16;100;2;4;sqrt;20.0
17;200;5;1;sqrt;
18;200;5;4;sqrt;
19;300;10;4;0.3;
20;300;2;4;log2;20.0
21;300;2;4;0.3;20.0
22;300;2;1;log2;
23;300;10;2;sqrt;20.0
24;300;10;4;sqrt;20.0
25;100;5;2;sqrt;10.0
26;200;5;1;0.3;10.0
27;500;10;4;0.3;
28;500;2;2;0.3;10.0
29;500;2;4;sqrt;20.0
30;200;10;1;sqrt;
